fpr_0,fpr_1,fpr_2,fpr_3,fpr_4,tpr_0,tpr_1,tpr_2,tpr_3,tpr_4
0.0,0.0,0.0,0.0,0.0,,,,,
0.0027624309392265192,0.002777777777777778,0.002770083102493075,0.002777777777777778,0.002777777777777778,,,,,
0.2596685082872928,0.175,0.11080332409972299,0.019444444444444445,0.2861111111111111,,,,,
0.26519337016574585,0.18611111111111112,0.11634349030470914,0.025,0.2916666666666667,,,,,
0.44751381215469616,0.19166666666666668,0.1772853185595568,0.18888888888888888,0.3888888888888889,,,,,
0.4530386740331492,0.19722222222222222,0.18282548476454294,0.19444444444444445,0.39444444444444443,,,,,
0.4972375690607735,0.2111111111111111,0.32409972299168976,0.20555555555555555,0.44722222222222224,,,,,
0.5027624309392266,0.21666666666666667,0.3296398891966759,0.21666666666666667,0.4527777777777778,,,,,
0.5441988950276243,0.5361111111111111,0.5290858725761773,0.24444444444444444,0.6222222222222222,,,,,
0.5497237569060773,0.5416666666666666,0.5346260387811634,0.25,0.6277777777777778,,,,,
0.7790055248618785,0.6138888888888889,0.5457063711911357,0.25555555555555554,0.6666666666666666,,,,,
0.7845303867403315,0.6194444444444445,0.5512465373961218,0.2611111111111111,0.6777777777777778,,,,,
0.861878453038674,0.6416666666666667,0.6011080332409973,0.35,0.7194444444444444,,,,,
0.8674033149171271,0.6472222222222223,0.6066481994459834,0.35555555555555557,0.725,,,,,
0.9088397790055248,0.7416666666666667,0.7451523545706371,0.39166666666666666,0.7333333333333333,,,,,
0.914364640883978,0.7472222222222222,0.7506925207756233,0.4,0.7388888888888889,,,,,
0.9530386740331491,0.7611111111111111,0.8116343490304709,0.5194444444444445,0.7666666666666667,,,,,
0.9585635359116023,0.7666666666666667,0.817174515235457,0.525,0.7722222222222223,,,,,
0.988950276243094,0.775,0.8808864265927978,0.575,0.7805555555555556,,,,,
0.994475138121547,0.7805555555555556,0.8864265927977839,0.5805555555555556,0.7861111111111111,,,,,
1.0,0.7916666666666666,0.9778393351800554,0.6583333333333333,0.7888888888888889,,,,,
,0.7972222222222223,0.9833795013850416,0.6638888888888889,0.7944444444444444,,,,,
,0.8666666666666667,1.0,0.7083333333333334,0.7972222222222223,,,,,
,0.875,,0.7138888888888889,0.8027777777777778,,,,,
,0.8861111111111111,,0.7472222222222222,0.9861111111111112,,,,,
,0.8916666666666667,,0.7527777777777778,0.9916666666666667,,,,,
,1.0,,0.7611111111111111,1.0,,,,,
,,,0.7666666666666667,,,,,,
,,,0.7972222222222223,,,,,,
,,,0.8027777777777778,,,,,,
,,,0.9527777777777777,,,,,,
,,,0.9583333333333334,,,,,,
,,,1.0,,,,,,
