fpr_0,fpr_1,fpr_2,fpr_3,fpr_4,tpr_0,tpr_1,tpr_2,tpr_3,tpr_4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002849002849002849,0.002849002849002849,0.002849002849002849,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091
0.008522727272727272,0.019943019943019943,0.014245014245014245,0.008547008547008548,0.011396011396011397,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091
0.008522727272727272,0.02564102564102564,0.014245014245014245,0.008547008547008548,0.017094017094017096,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091
0.04261363636363636,0.02849002849002849,0.03133903133903134,0.03133903133903134,0.019943019943019943,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091
0.04261363636363636,0.02849002849002849,0.03133903133903134,0.03133903133903134,0.019943019943019943,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182
0.048295454545454544,0.03133903133903134,0.039886039886039885,0.039886039886039885,0.03418803418803419,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182
0.048295454545454544,0.039886039886039885,0.039886039886039885,0.039886039886039885,0.03418803418803419,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.2727272727272727
0.07954545454545454,0.042735042735042736,0.05128205128205128,0.042735042735042736,0.05413105413105413,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.2727272727272727
0.08522727272727272,0.042735042735042736,0.05128205128205128,0.04843304843304843,0.05982905982905983,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.2727272727272727,0.2727272727272727
0.09375,0.04843304843304843,0.06552706552706553,0.05698005698005698,0.08831908831908832,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.2727272727272727,0.2727272727272727
0.09375,0.10826210826210826,0.06552706552706553,0.05698005698005698,0.08831908831908832,0.45454545454545453,0.2727272727272727,0.45454545454545453,0.36363636363636365,0.36363636363636365
0.14772727272727273,0.11396011396011396,0.06837606837606838,0.05982905982905983,0.11965811965811966,0.45454545454545453,0.2727272727272727,0.45454545454545453,0.36363636363636365,0.36363636363636365
0.14772727272727273,0.1168091168091168,0.06837606837606838,0.05982905982905983,0.11965811965811966,0.5454545454545454,0.2727272727272727,0.6363636363636364,0.45454545454545453,0.45454545454545453
0.17045454545454544,0.1168091168091168,0.07692307692307693,0.06837606837606838,0.1282051282051282,0.5454545454545454,0.36363636363636365,0.6363636363636364,0.45454545454545453,0.45454545454545453
0.17329545454545456,0.1452991452991453,0.07977207977207977,0.06837606837606838,0.1339031339031339,0.6363636363636364,0.36363636363636365,0.7272727272727273,0.5454545454545454,0.45454545454545453
0.17897727272727273,0.1452991452991453,0.1396011396011396,0.10541310541310542,0.1339031339031339,0.6363636363636364,0.45454545454545453,0.7272727272727273,0.5454545454545454,0.5454545454545454
0.17897727272727273,0.150997150997151,0.1452991452991453,0.10541310541310542,0.1452991452991453,0.7272727272727273,0.45454545454545453,0.7272727272727273,0.6363636363636364,0.5454545454545454
0.21306818181818182,0.150997150997151,0.18803418803418803,0.1339031339031339,0.14814814814814814,0.7272727272727273,0.5454545454545454,0.7272727272727273,0.6363636363636364,0.6363636363636364
0.21306818181818182,0.18233618233618235,0.19373219373219372,0.14245014245014245,0.19943019943019943,0.8181818181818182,0.5454545454545454,0.7272727272727273,0.6363636363636364,0.6363636363636364
0.2528409090909091,0.18233618233618235,0.19658119658119658,0.1452991452991453,0.19943019943019943,0.8181818181818182,0.6363636363636364,0.7272727272727273,0.6363636363636364,0.7272727272727273
0.2528409090909091,0.23931623931623933,0.19658119658119658,0.150997150997151,0.23076923076923078,0.9090909090909091,0.6363636363636364,0.8181818181818182,0.6363636363636364,0.7272727272727273
0.26420454545454547,0.245014245014245,0.3333333333333333,0.17094017094017094,0.23646723646723647,0.9090909090909091,0.6363636363636364,0.8181818181818182,0.6363636363636364,0.7272727272727273
0.26420454545454547,0.34472934472934474,0.33903133903133903,0.17094017094017094,0.23931623931623933,1.0,0.6363636363636364,0.8181818181818182,0.7272727272727273,0.7272727272727273
0.26704545454545453,0.34472934472934474,0.4045584045584046,0.19943019943019943,0.23931623931623933,1.0,0.7272727272727273,0.8181818181818182,0.7272727272727273,0.8181818181818182
0.2727272727272727,0.35327635327635326,0.4045584045584046,0.20512820512820512,0.27350427350427353,1.0,0.7272727272727273,0.9090909090909091,0.7272727272727273,0.8181818181818182
0.32670454545454547,0.3561253561253561,0.49002849002849,0.20797720797720798,0.2792022792022792,1.0,0.8181818181818182,0.9090909090909091,0.7272727272727273,0.8181818181818182
0.33238636363636365,0.358974358974359,0.49572649572649574,0.20797720797720798,0.2905982905982906,1.0,0.8181818181818182,0.9090909090909091,0.8181818181818182,0.8181818181818182
0.53125,0.36752136752136755,0.5783475783475783,0.21082621082621084,0.2962962962962963,1.0,0.8181818181818182,0.9090909090909091,0.8181818181818182,0.8181818181818182
0.5369318181818182,0.4444444444444444,0.5783475783475783,0.21652421652421652,0.301994301994302,1.0,0.8181818181818182,1.0,0.8181818181818182,0.8181818181818182
0.6363636363636364,0.45014245014245013,0.6068376068376068,0.3247863247863248,0.3076923076923077,1.0,0.8181818181818182,1.0,0.8181818181818182,0.8181818181818182
0.6420454545454546,0.452991452991453,0.6125356125356125,0.3247863247863248,0.3646723646723647,1.0,0.9090909090909091,1.0,0.9090909090909091,0.8181818181818182
0.8636363636363636,0.4700854700854701,0.6324786324786325,0.38461538461538464,0.3646723646723647,1.0,0.9090909090909091,1.0,0.9090909090909091,0.9090909090909091
0.8693181818181818,0.4757834757834758,0.6381766381766382,0.3903133903133903,0.4017094017094017,1.0,0.9090909090909091,1.0,0.9090909090909091,0.9090909090909091
1.0,0.49572649572649574,0.6581196581196581,0.4985754985754986,0.4074074074074074,1.0,0.9090909090909091,1.0,0.9090909090909091,0.9090909090909091
,0.49572649572649574,0.6638176638176638,0.4985754985754986,0.4131054131054131,,1.0,1.0,1.0,0.9090909090909091
,0.5384615384615384,0.7891737891737892,0.5042735042735043,0.4188034188034188,,1.0,1.0,1.0,0.9090909090909091
,0.5441595441595442,0.7948717948717948,0.5669515669515669,0.5042735042735043,,1.0,1.0,1.0,0.9090909090909091
,0.7549857549857549,0.8632478632478633,0.5726495726495726,0.50997150997151,,1.0,1.0,1.0,0.9090909090909091
,0.7606837606837606,0.8689458689458689,0.6096866096866097,0.5356125356125356,,1.0,1.0,1.0,0.9090909090909091
,0.7720797720797721,1.0,0.6153846153846154,0.5356125356125356,,1.0,1.0,1.0,1.0
,0.7777777777777778,,0.6353276353276354,0.6324786324786325,,1.0,,1.0,1.0
,0.8290598290598291,,0.6410256410256411,0.6381766381766382,,1.0,,1.0,1.0
,0.8347578347578347,,0.6923076923076923,0.6837606837606838,,1.0,,1.0,1.0
,1.0,,0.698005698005698,0.6894586894586895,,1.0,,1.0,1.0
,,,0.7606837606837606,0.7293447293447294,,,,1.0,1.0
,,,0.7663817663817664,0.7350427350427351,,,,1.0,1.0
,,,0.886039886039886,1.0,,,,1.0,1.0
,,,0.8917378917378918,,,,,1.0,
,,,0.9173789173789174,,,,,1.0,
,,,0.9230769230769231,,,,,1.0,
,,,0.9572649572649573,,,,,1.0,
,,,0.9629629629629629,,,,,1.0,
,,,1.0,,,,,1.0,
